node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,8,128,tier1_hospital,0.962,high,10000
1,clinic_001,2000,tier_2,16,PIPEDA,8,64,tier2_hospital,0.927,critical,5000
2,research_center_002,5000,tier_3,64,PIPEDA,8,256,research_center,0.981,high,50000
3,mobile_unit_003,100,tier_1,4,local,1,64,mobile_unit,0.871,high,1000
4,edge_device_004,50,tier_2,2,local,0,8,edge_device,0.847,high,500
5,hospital_005,5000,tier_1,64,HIPAA,4,512,tier1_hospital,0.97,critical,50000
6,clinic_006,2000,tier_2,32,HIPAA,8,64,tier2_hospital,0.908,critical,20000
7,research_center_007,20000,tier_3,128,PIPEDA,16,1024,research_center,0.981,critical,20000
8,mobile_unit_008,500,tier_1,4,local,2,64,mobile_unit,0.788,high,2000
9,edge_device_009,100,tier_2,2,HIPAA,1,32,edge_device,0.727,high,2000
